,IMO,LENGTH ,BREATH,DEPTH,DRAUGHT,TEU,LLINO
8725,7705403,157.0,25.05,14.03,9.17,956.0,111107
8726,7526728,188.0,27.0,16.2,11.4,921.0,111241
8727,7706419,128.0,22.5,11.5,8.57,456.0,111256
8728,7431600,258.0,32.28,20.81,13,3126.0,111302
8729,7505138,258.0,32.31,24.13,13.15,2976.0,111306
8730,7711555,204.0,30.99,15.59,11.01,1704.0,111433
8731,7726914,145.0,22.01,11.1,8.45,650.0,111465
8732,7711567,203.0,30.82,15.6,11,1650.0,111536
8733,6919863,88.0,15.07,7.4,5,182.0,11163
8734,7712327,144.0,23.0,10.7,8.48,576.0,111646
8735,7707138,103.46,18.57,8.31,6.4,386.0,111766
8736,7365100,144.0,19.51,10.22,7.83,670.0,112032
8737,7510341,128.0,19.56,10.19,8.07,670.0,112145
8738,7706938,203.0,30.56,19.03,10.53,1725.0,112247
8739,7417587,248.0,32.31,21.52,12.03,2344.0,112251
8740,7705415,178.0,25.01,14.03,9.17,1181.0,112505
8741,7722619,97.0,16.41,7.8,4.32,190.0,112604
8742,7729265,186.0,25.4,13.82,9.5,1214.0,112607
8743,7805734,128.0,21.01,8.06,6.33,445.0,112615
8744,7718034,186.0,27.67,16.21,10.62,1466.0,112624
8745,7727516,157.0,25.05,14.03,9.17,956.0,112707
8746,6506331,150.0,19.21,11.89,8.02,354.0,11276
8747,7720611,106.0,16.01,8.3,6.92,272.0,112762
8748,7709409,75.0,13.56,6.81,4.61,122.0,113002
8749,7602065,188.0,27.0,15.7,11,1050.0,113010
8750,7724174,118.0,17.81,8.72,6.62,431.0,113047
8751,7702542,104.0,16.5,8.11,5.69,300.0,113061
8752,7706421,128.0,22.5,11.5,8.57,456.0,113074
8753,7422192,258.0,32.31,24.13,13.15,3101.0,113100
8754,7718620,177.04,27.08,13.5,10.13,1061.0,113101
8755,7636688,168.0,25.2,15.7,9.37,1140.0,113107
8756,7712339,159.0,23.0,10.7,8.02,958.0,113114
8757,7407685,164.0,,10.6,7.8,824.0,113132
8758,7614343,169.0,25.4,17.45,9.22,891.0,113215
8759,7516371,203.0,30.99,15.62,10.75,1412.0,113216
8760,7504029,107.0,15.02,7.62,6.9,338.0,113320
8761,7713187,79.2,14.0,6.2,5.9,98.0,113325
8762,7712561,188.0,27.0,15.7,11,1050.0,113377
8763,7314072,209.0,30.03,16.69,10.52,1631.0,1135
8764,7722243,227.0,27.6,16.21,10.62,2108.0,113532
8765,7715446,104.0,16.51,8.11,5.69,288.0,113707
8766,7715458,104.0,16.5,8.11,5.54,288.0,113710
8767,6717837,197.0,29.8,16.0,10.5,1362.0,11376
8768,7724954,161.0,22.8,13.3,9.75,956.0,114025
8769,5164980,73.0,11.43,7.01,4.33,44.0,114061
8770,7618521,153.0,23.0,13.0,8.66,946.0,114113
8771,7807263,243.0,30.61,16.72,10.5,1782.0,114124
8772,7729277,186.0,25.4,13.82,9.5,1214.0,114303
8773,7724942,161.54,22.8,13.3,9.75,956.0,114311
8774,7718046,186.0,27.6,16.21,10.62,1468.0,114324
8775,7636547,163.0,22.97,13.8,10.28,779.0,114326
8776,7722437,178.0,26.01,13.62,9.42,1266.0,114331
8777,7705427,157.0,25.05,14.03,9.19,956.0,114340
8778,7702530,104.0,16.51,8.1,5.67,312.0,114371
8779,7720879,162.0,22.94,12.75,9.61,1010.0,114372
8780,7808815,125.0,18.81,8.62,6.49,378.0,114465
8781,7614355,169.0,25.43,17.45,9.2,873.0,114503
8782,7722255,186.0,27.67,16.21,10.62,2108.0,114521
8783,7635933,185.0,23.83,16.61,9.63,1236.0,114715
8784,7725233,198.0,28.68,16.3,10.62,1036.0,114721
8785,7720881,163.0,22.85,12.75,9.62,1008.0,115020
8786,7800150,184.0,28.1,16.1,10,1211.0,115117
8787,7709875,168.0,29.04,14.0,10.5,1177.0,115173
8788,7711751,104.5,16.01,8.45,6.59,300.0,115314
8789,7408689,210.0,32.2,18.8,11,1668.0,115442
8790,7510339,128.0,19.56,10.22,8.07,670.0,115460
8791,7808645,164.0,26.0,13.6,9.42,926.0,115603
8792,7720661,200.6,23.8,14.32,8.33,1150.0,115607
8793,7727528,178.0,25.01,14.03,9.17,1181.0,115647
8794,7810545,120.3,20.55,11.0,6.92,454.0,115701
8795,7708950,250.55,32.3,18.7,11.52,2544.0,116017
8796,7728106,186.0,25.4,13.82,10.32,1214.0,116021
8797,5225019,,,,—,,11613
8798,6723604,197.0,29.75,16.0,10.5,1218.0,11621
8799,7718644,177.0,27.08,13.49,10.14,1061.0,116222
8800,7718632,177.02,27.01,13.49,10.13,1061.0,116223
8801,7724148,267.0,32.31,17.39,13.03,2770.0,116240
8802,7614367,169.74,25.4,17.45,9.22,873.0,116242
8803,6815081,197.0,29.75,16.0,10.5,1218.0,11633
8804,7709887,196.0,24.06,14.0,10.37,1203.0,116535
8805,7717755,106.0,15.82,8.72,6.7,216.0,116640
8806,7728118,186.0,25.48,13.82,10.32,1214.0,116645
8807,7720752,208.0,30.5,18.2,10.9,1528.0,116737
8808,7709980,104.0,16.77,8.11,5.68,300.0,117016
8809,7800162,183.0,28.12,16.1,10,1211.0,117125
8810,7800174,184.0,28.01,16.1,10,1182.0,117304
8811,7724150,267.0,32.29,24.15,13.02,2770.0,117366
8812,7806647,161.0,22.8,13.31,9.75,956.0,117367
8813,7805837,162.08,22.41,10.62,7.67,701.0,117471
8814,7720673,200.0,23.88,14.36,8.34,1150.0,117477
8815,7021833,102.0,14.56,8.01,6.3,170.0,11753
8816,7022538,99.0,15.2,7.7,6.51,218.0,11755
8817,7818365,109.0,16.01,8.45,6.53,308.0,117652
8818,7400625,252.0,30.51,18.22,10.89,2544.0,11767
8819,7400649,208.0,30.51,18.19,10.89,2544.0,11770
8820,7718656,177.02,27.08,13.52,10.13,1061.0,117744
8821,8654998,,,,—,,11907299
8822,7803164,115.0,18.83,8.6,6.6,335.0,120043
8823,9701281,184.92,,16.5,9.5,2190.0,12005791
8824,7033850,187.0,23.0,12.9,9.6,732.0,12104
8825,7715381,104.0,16.77,8.11,5.68,300.0,121332
8826,7015327,101.13,16.77,7.92,6.59,229.0,121713
8827,7851343,55.0,,4.6,4.2,,12205258
8828,6802278,197.0,29.7,16.01,10.5,1218.0,12220
8829,7706940,202.0,30.56,19.03,10.52,1767.0,122265
8830,—,114.0,21.0,,—,,12254828
8831,—,48.0,15.0,,—,,12286327
8832,7121798,123.0,15.0,6.5,4.1,156.0,123623
8833,8730974,79.9,,5.55,4.3,142.0,12362543
8834,6514170,120.0,21.9,11.1,6.7,136.0,124170
8835,7306312,289.0,32.34,21.18,13.02,2952.0,12433
8836,7824601,126.0,18.01,8.7,6.51,462.0,124476
8837,7015808,85.0,13.71,6.05,4.71,124.0,12454
8838,7823281,208.0,30.5,18.2,10.9,1528.0,124562
8839,7000657,85.0,13.71,6.05,4.71,124.0,12457
8840,7218943,85.0,13.7,6.05,4.71,124.0,12475
8841,—,,,,—,,12484121
8842,—,,,,—,,12505968
8843,7817880,102.0,16.5,8.0,6.2,196.0,125507
8844,7817892,102.0,16.5,8.0,6.2,232.0,125510
8845,7825332,111.0,20.1,8.8,6.72,349.0,125513
8846,7900807,202.0,30.08,16.21,11.23,1894.0,125520
8847,7820095,216.0,32.21,19.0,11.53,1712.0,125633
8848,6806200,197.0,29.75,16.0,10.5,1218.0,12577
8849,7430137,85.0,14.2,5.8,4.45,108.0,126107
8850,6912449,120.0,21.9,11.1,6.1,250.0,126121
8851,6900628,197.0,29.75,16.0,10.5,1218.0,12646
8852,7327914,77.0,12.43,5.74,4.82,85.0,12666
8853,7323164,81.0,15.04,7.6,4.8,128.0,12670
8854,7802249,183.24,27.49,15.91,10.01,1242.0,127124
8855,7802251,183.0,27.49,15.91,10.02,1242.0,127125
8856,7814826,234.0,32.26,19.0,12.52,2308.0,127510
8857,7802263,183.0,27.49,15.91,10.02,1242.0,127514
8858,7113301,188.0,25.9,15.3,10.1,871.0,12754
8859,7811367,200.6,23.8,14.32,8.33,1150.0,127542
8860,7109374,193.0,29.37,16.38,10.82,1187.0,12760
8861,7052947,193.0,29.37,16.36,10.82,1187.0,12761
8862,7221457,143.0,21.54,11.1,8.31,400.0,12762
8863,7228285,143.0,21.57,11.1,8.31,400.0,12763
8864,7328645,143.0,21.57,11.1,8.31,414.0,12764
8865,7349845,143.0,21.57,11.1,7.7,504.0,12765
8866,7413608,143.0,21.62,9.86,8.31,564.0,12766
8867,7039610,193.0,29.37,16.4,10.85,1182.0,12767
8868,7311513,129.0,19.3,10.42,7.5,304.0,1277
8869,9875343,185.99,,17.9,11,2700.0,12997606
8870,7802275,183.0,27.49,15.91,10.01,1242.0,130074
8871,7811379,200.6,23.8,14.32,8.33,1150.0,130075
8872,7816824,177.04,27.06,13.5,10.09,1074.0,130605
8873,6901684,,,,—,,13107
8874,5078674,90.0,12.7,7.3,6,133.0,13113
8875,7019220,107.02,17.4,7.92,6.6,229.0,131241
8876,7369986,129.0,19.23,10.39,7.5,404.0,1313
8877,—,85.0,13.0,,—,,13164440
8878,6803416,118.0,16.8,6.1,4.4,218.0,132003
8879,6812352,118.0,16.8,6.1,4.4,218.0,132004
8880,6716857,60.0,11.0,6.2,4.1,57.0,13222
8881,7369962,129.42,19.24,10.4,7.5,400.0,1323
8882,6716651,197.0,29.7,16.0,10.52,1362.0,13241
8883,7820899,243.48,30.69,16.5,10.02,2686.0,133111
8884,7355442,84.0,,7.6,4.8,150.0,13323
8885,7810533,153.0,23.0,13.0,8.65,934.0,133500
8886,7222774,,,,—,,13400
8887,7394589,112.0,18.01,10.7,6.53,168.0,134002
8888,7218199,78.0,13.3,6.6,4.2,132.0,13402
8889,7709899,168.0,29.04,14.0,10.5,1177.0,134562
8890,7408691,210.0,32.2,18.8,11,1668.0,134565
8891,7900699,216.0,32.21,21.6,11.52,1800.0,134712
8892,7635945,185.0,23.77,16.61,9.63,1386.0,135461
8893,7816836,177.0,27.06,13.5,10.07,1073.0,135671
8894,7614379,198.9,25.48,17.45,10.8,1254.0,136036
8895,7814838,230.99,32.26,19.0,13.02,2312.0,136104
8896,7711684,122.0,15.78,9.2,7.04,356.0,136514
8897,7614381,169.0,25.4,17.45,9.2,873.0,136747
8898,7820928,243.48,30.69,16.5,9.5,2686.0,136776
8899,7709904,196.0,24.06,14.03,10.37,1203.0,137005
8900,7820966,257.0,30.69,16.5,10.02,2686.0,137201
8901,7908548,217.0,32.21,21.52,11.53,1810.0,137223
8902,7910852,127.0,20.2,11.4,8.64,542.0,137230
8903,7802718,219.58,29.01,16.46,10.39,1702.0,137243
8904,7800083,102.0,16.91,8.77,6.98,303.0,137346
8905,7810882,210.0,32.26,18.7,11.52,2054.0,137457
8906,7810870,210.0,32.26,18.7,11.52,2054.0,137460
8907,7900819,202.0,30.0,16.21,11.23,1894.0,137465
8908,7907465,227.0,31.2,18.72,11.52,1941.0,137551
8909,7811977,124.0,17.0,9.8,7.3,50.0,137644
8910,7819357,234.0,32.26,19.0,12.52,2312.0,137652
8911,7729605,161.0,22.85,13.31,9.35,757.0,137665
8912,7807835,124.0,20.0,10.5,7.45,330.0,137702
8913,7817103,171.13,26.55,15.73,9.36,768.0,140302
8914,7820904,257.5,30.69,16.5,10.02,2686.0,140305
8915,7907477,244.0,32.21,18.62,12,2258.0,140306
8916,7831757,130.0,17.3,8.51,6.9,320.0,140326
8917,7900821,202.0,30.0,16.21,11.23,1894.0,140343
8918,7820461,202.0,29.9,15.7,9.6,1234.0,140465
8919,7820930,257.85,30.69,16.5,11,2686.0,140467
8920,7904865,141.7,21.59,10.5,7.91,590.0,140477
8921,5137523,,,,—,,1406
8922,7822562,208.12,30.5,15.45,10.69,1614.0,140720
8923,7712353,159.4,23.0,10.7,8.02,950.0,140751
8924,6901426,217.0,28.96,15.93,10.83,1414.0,141
8925,7913177,120.81,20.86,10.5,7.91,576.0,141021
8926,7820978,257.49,30.69,16.5,10.02,2744.0,141026
8927,7811484,205.0,30.99,18.78,10.21,1548.0,141054
8928,7904877,141.7,21.59,10.5,7.9,590.0,141136
8929,7810894,210.0,32.21,18.7,11.51,2054.0,141227
8930,7810909,210.0,32.21,18.7,11.51,2054.0,141230
8931,7819369,262.6,32.26,19.03,12.53,2838.0,141240
8932,7820942,258.0,30.69,16.5,10.02,2686.0,141254
8933,7018343,231.0,30.6,15.6,10.4,1852.0,14126
8934,7032210,231.0,30.6,15.6,10.6,1852.0,14127
8935,7027540,231.0,30.64,15.6,10.08,1840.0,14130
8936,7809869,214.6,31.0,14.9,11,1645.0,141331
8937,7707396,,,,—,,141435
8938,7712365,159.0,23.04,10.7,8,958.0,141612
8939,7819371,260.0,32.26,19.03,12.52,2838.0,141712
8940,7820916,257.0,30.69,16.5,9.5,2744.0,141765
8941,6913077,217.0,28.96,15.93,10.83,1414.0,142
8942,7910890,164.0,28.52,15.83,10.33,1253.0,142206
8943,7928744,126.0,18.05,8.7,6.51,508.0,142211
8944,7826879,164.62,25.3,13.4,9.98,1072.0,142303
8945,7900833,202.0,30.08,16.21,11.23,1894.0,142361
8946,7810923,210.0,32.2,18.7,15.52,2054.0,142367
8947,7810911,210.0,32.26,18.7,11.51,2054.0,142370
8948,7820851,243.48,30.61,16.5,10,2686.0,142375
8949,7820954,257.0,30.6,16.5,10,2686.0,142376
8950,7820849,257.0,30.61,16.5,10,2686.0,142377
8951,7820980,243.48,30.61,16.5,10.03,2686.0,142546
8952,8007676,106.0,16.0,8.3,6.64,262.0,142563
8953,7913189,120.8,20.86,10.5,6.23,576.0,142575
8954,7913191,120.0,20.81,10.52,7.91,658.0,142606
8955,7905924,204.0,30.82,15.6,11,1566.0,142614
8956,7052909,217.0,28.96,15.93,10.52,1472.0,143
8957,7813858,118.0,18.2,10.3,8,443.0,143215
8958,7813846,118.63,18.23,10.33,8.02,443.0,143217
8959,7916234,258.9,32.2,18.6,11.7,2941.0,143247
8960,—,,,,—,,143703
8961,7108162,217.0,28.96,15.93,10.83,1308.0,144
8962,5088980,89.0,12.7,7.3,6,133.0,14401
8963,7809871,214.6,31.0,14.9,11,1645.0,144275
8964,7910905,163.0,28.55,15.8,10.33,1271.0,144324
8965,6812211,213.51,27.49,15.34,9.78,1386.0,144363
8966,7833028,130.0,17.35,8.5,6.92,320.0,144407
8967,7912367,238.0,32.26,18.75,11.78,2854.0,144736
8968,7123382,217.0,28.96,15.93,10.83,1334.0,145
8969,7925986,109.0,20.07,9.0,6.97,558.0,145016
8970,7941198,130.0,17.35,8.5,6.92,320.0,145230
8971,7707463,120.0,17.84,8.83,6.81,431.0,145232
8972,8017944,133.0,21.01,8.1,6.09,500.0,145234
8973,7226275,217.0,28.96,15.93,10.83,1360.0,146
8974,7824273,118.0,18.24,10.32,7.97,422.0,146011
8975,7909592,287.0,32.31,20.91,13.03,3430.0,146030
8976,7909528,170.0,28.45,14.0,9.66,1172.0,146033
8977,7909360,186.0,27.56,16.0,10.82,1406.0,146202
8978,7707437,120.0,17.84,8.8,6.49,424.0,146242
8979,6903565,227.0,30.56,16.46,10.7,1530.0,14640
8980,7825411,269.78,32.21,19.82,13.02,3876.0,146543
8981,8027717,126.0,20.01,8.69,6.64,516.0,146557
8982,7930412,130.0,20.0,9.02,6.66,576.0,146610
8983,7930668,208.0,30.51,18.22,10.88,1662.0,146737
8984,7941667,130.0,17.35,8.5,6.92,320.0,146761
8985,7941849,130.0,17.35,8.5,6.91,320.0,146771
8986,7926057,120.0,20.81,10.52,7.32,576.0,147055
8987,7912379,238.7,32.34,18.75,11.53,2854.0,147306
8988,7931911,120.0,20.83,10.5,7.9,572.0,147612
8989,7920560,170.21,28.45,14.0,9.66,1152.0,147771
8990,8018974,184.0,28.05,16.1,10,1211.0,147772
8991,8025056,113.0,20.01,8.7,6.71,418.0,150064
8992,8025068,102.0,20.01,8.72,6.77,418.0,150127
8993,7911624,184.0,27.06,16.21,11.03,1552.0,150231
8994,7911612,184.0,27.06,16.21,11,1552.0,150273
8995,8024909,221.0,31.01,19.0,11.32,1974.0,150522
8996,8007664,198.0,28.61,16.31,10.61,1216.0,150546
8997,8017592,116.0,18.01,9.02,7.2,206.0,150564
8998,7820394,221.0,32.24,18.7,11.52,2150.0,151054
8999,8027913,133.3,20.21,11.4,8.65,671.0,151055
9000,7920601,158.29,25.5,13.5,9.52,686.0,151124
9001,8009466,169.5,27.0,14.7,10.57,712.0,151353
9002,8011225,211.0,32.2,19.0,11.62,1952.0,151356
9003,8120387,148.67,21.01,10.9,7.65,578.0,151373
9004,8110057,114.0,20.6,8.72,6.7,450.0,151532
9005,7931923,120.0,20.83,10.5,7.91,576.0,151537
9006,8100698,133.4,20.21,11.41,8.64,605.0,151551
9007,8110045,115.5,20.6,8.7,6.67,450.0,151606
9008,7820409,221.0,32.21,18.7,10.7,2450.0,151766
9009,8017308,120.0,18.41,9.0,6.49,466.0,152114
9010,8025393,133.4,21.01,10.72,7.11,572.0,152374
9011,8008292,210.0,32.31,18.75,11.52,2854.0,152421
9012,8025408,133.0,21.04,10.72,7,591.0,153202
9013,7826037,96.55,15.0,8.2,6.55,265.0,153215
9014,8011237,211.0,32.2,14.81,12.18,1912.0,153327
9015,8002559,177.0,28.0,16.11,11.4,1122.0,153333
9016,8002561,177.0,28.0,16.11,11.4,1122.0,153344
9017,8100820,180.19,23.11,14.5,10.66,1210.0,153436
9018,7920572,170.0,28.4,14.0,9.66,1152.0,153464
9019,8100650,152.0,23.27,12.81,9.33,864.0,153550
9020,8100832,180.0,23.19,14.5,10.66,1210.0,153563
9021,7909413,212.0,32.26,19.82,13.02,3876.0,154041
9022,8103406,222.51,32.26,18.8,11.62,1868.0,154110
9023,8026074,216.08,32.31,18.8,11,2159.0,154437
9024,8012657,210.0,32.26,18.7,10.5,2054.0,154513
9025,7909425,241.0,32.3,19.82,12.52,3169.0,154533
9026,7822770,176.0,25.3,13.4,9.96,994.0,154611
9027,8013766,210.0,32.21,18.7,12.02,1855.0,155000
9028,8100545,170.0,28.45,14.0,9.66,1152.0,155012
9029,8130928,137.0,20.01,10.6,7.9,538.0,155066
9030,8100686,133.0,20.21,11.4,8.65,669.0,155115
9031,8105973,120.82,20.8,10.5,7.91,576.0,155116
9032,8130069,127.0,20.64,9.1,6.71,513.0,155121
9033,8108884,180.0,23.11,14.5,10.66,1210.0,155203
9034,8118700,119.43,20.05,8.8,6.75,440.0,155210
9035,8015570,138.5,21.54,11.6,8.02,494.0,155265
9036,8123157,147.0,22.41,10.8,8.16,802.0,155377
9037,8002573,177.0,28.0,16.11,11.4,1122.0,155411
9038,8002585,177.0,28.0,16.1,11.42,1122.0,155417
9039,7735068,178.53,,12.6,9.5,1270.0,155533
9040,8104632,184.0,28.0,16.1,10,1157.0,155546
9041,8128901,106.0,19.0,10.4,7.71,458.0,155641
9042,8210900,137.5,20.0,10.6,7.91,538.0,155650
9043,7711660,105.0,15.7,8.65,5.95,228.0,155652
9044,8026036,170.0,28.45,11.3,9.66,1152.0,155662
9045,8011213,211.0,32.26,19.03,11.62,1777.0,156007
9046,8202197,127.0,20.63,9.1,6.71,513.0,156345
9047,8125545,100.0,8.0,8.0,6,292.0,156370
9048,8113841,183.0,23.6,15.4,10.99,1257.0,156475
9049,8017322,121.0,18.41,9.0,6.49,466.0,156541
9050,5096614,84.0,12.22,6.56,4.17,75.0,15661
9051,8100662,152.0,23.27,29.8,9.33,864.0,156657
9052,8107608,79.0,13.21,6.02,4.4,100.0,156730
9053,8121032,113.76,19.24,7.11,6.53,445.0,157011
9054,8115605,148.0,22.2,10.9,8.06,846.0,157113
9055,8130071,115.5,20.6,8.72,6.68,450.0,157167
9056,8026086,216.08,32.31,18.8,11,2159.0,157256
9057,8119376,174.02,28.4,15.45,11.21,1346.0,157311
9058,8113853,183.0,23.61,15.4,10.99,1278.0,157755
9059,8108793,170.02,28.43,15.45,10.73,1234.0,160043
9060,8100521,170.0,28.45,14.0,9.68,1152.0,160075
9061,8117225,211.0,32.2,18.6,11.27,2199.0,160165
9062,8012669,210.0,32.26,18.7,11.52,2054.0,160474
9063,8012671,210.0,32.21,18.7,11.52,2054.0,160475
9064,8128860,153.63,22.86,11.1,8.21,827.0,160572
9065,8214528,137.25,21.0,10.7,7.94,656.0,160705
9066,8115590,147.0,22.2,10.9,7.9,846.0,161140
9067,8128169,148.67,21.01,10.9,7.65,578.0,161421
9068,8130019,218.0,32.26,18.93,11.52,1830.0,161437
9069,8115617,147.5,,10.9,8.06,846.0,161441
9070,8012683,210.0,32.26,18.7,11.52,2054.0,161451
9071,8104498,127.51,20.01,8.72,6.58,584.0,161457
9072,8200436,211.0,32.21,14.79,11.53,1682.0,161554
9073,8113865,182.91,23.61,15.4,10.98,1278.0,161733
9074,8213562,110.8,17.2,7.35,5.81,236.0,161743
9075,8126159,126.0,20.05,8.82,6.63,456.0,161771
9076,8117237,211.46,32.26,18.62,11.27,2199.0,162016
9077,8117249,211.0,32.26,18.6,11.27,2199.0,162017
9078,8108808,170.0,28.41,15.47,10.73,1234.0,162021
9079,6823143,201.0,24.6,14.6,7.9,1104.0,16220
9080,8128925,165.9,28.55,15.8,11.58,1282.0,162203
9081,8100533,170.0,28.5,14.03,10.04,1152.0,162214
9082,7121243,269.0,32.26,24.4,12.75,2750.0,16222
9083,8215778,133.35,20.21,11.4,8.65,671.0,162311
9084,8211344,120.03,20.65,8.72,6.73,452.0,162440
9085,8119388,174.0,28.43,15.0,11,1346.0,162530
9086,8221507,137.0,21.01,10.7,7.94,568.0,162553
9087,8201650,173.0,25.91,15.91,9.82,1113.0,162562
9088,8117251,211.46,32.26,18.62,11.72,2199.0,162651
9089,8201301,148.0,21.01,10.9,7.65,442.0,162673
9090,8100040,202.0,30.0,16.2,11.23,1894.0,162701
9091,8208907,126.0,19.82,11.0,8.31,601.0,162726
9092,8115629,147.5,22.2,10.9,8.06,846.0,163101
9093,8208232,230.82,32.21,18.65,11.57,2728.0,163154
9094,8209561,104.0,18.04,8.2,6.65,377.0,163464
9095,8301694,137.0,20.0,13.1,8.07,586.0,163636
9096,8218500,125.53,21.0,10.52,7.8,480.0,163660
9097,8203581,151.3,23.12,11.0,8.33,1033.0,163662
9098,7714325,201.78,23.86,14.33,9.74,1346.0,16376
9099,8107294,184.0,25.3,13.4,9.95,1074.0,164020
9100,8117263,211.46,32.26,18.62,11.27,2199.0,164031
9101,8117275,211.46,32.26,18.62,11.27,2199.0,164032
9102,8303331,117.51,20.22,10.8,7.49,543.0,164034
9103,8100052,202.0,30.0,16.21,11.23,1810.0,164040
9104,8012889,136.63,22.5,10.8,8.01,563.0,164042
9105,8206260,111.64,17.4,9.5,6.21,318.0,164047
9106,8108810,170.02,28.4,15.45,10.73,1234.0,164112
9107,8301333,137.0,21.01,10.7,7.94,568.0,164135
9108,8201674,203.06,25.5,15.9,9.82,1438.0,164152
9109,8124917,210.0,32.31,18.83,12.03,2515.0,164153
9110,8201662,173.0,25.4,15.9,9.8,1088.0,164155
9111,8117287,211.0,32.26,18.62,11.27,2219.0,164157
9112,8201313,148.66,21.05,10.9,7.65,554.0,164166
9113,8208256,230.82,32.21,18.65,11.59,2728.0,164167
9114,8123107,126.0,20.0,8.8,6.63,456.0,164247
9115,8204626,221.65,32.24,18.0,11.62,1952.0,164255
9116,8216887,217.0,32.0,21.5,11.53,2074.0,164313
9117,8208244,230.82,32.2,18.65,11.57,2728.0,164371
9118,8209729,166.14,28.55,15.8,11.58,1429.0,164372
9119,8301709,137.5,20.2,13.1,8.08,586.0,164373
9120,8128286,182.7,30.5,16.2,11.27,1779.0,164422
9121,8219841,162.4,23.0,13.7,10,1152.0,164757
9122,6828612,201.0,24.6,14.6,7.9,1104.0,1652
9123,8117299,211.0,32.26,18.6,11.25,2199.0,165212
9124,8300119,241.0,32.29,19.82,13.03,3880.0,165221
9125,8203593,151.0,22.92,11.0,8.33,1005.0,165224
9126,8202111,220.0,32.2,18.72,11.52,1900.0,165354
9127,8220046,148.0,25.6,13.4,7.2,580.0,165357
9128,8209573,104.44,18.04,8.2,6.62,377.0,165366
9129,8208921,174.0,28.4,15.45,11.21,1346.0,165371
9130,8120648,113.76,19.3,8.91,7.31,444.0,165372
9131,8124371,189.01,32.24,18.83,11.4,1716.0,165377
9132,8201325,148.66,21.05,10.9,7.65,554.0,165414
9133,8117304,211.46,32.26,18.6,11.27,2211.0,165510
9134,5200942,,,,—,,16554
9135,8300559,138.5,21.01,10.6,8.01,380.0,165542
9136,8303991,138.0,21.0,10.6,8,380.0,165602
9137,8204509,230.82,32.2,18.65,11.57,2728.0,165633
9138,8124929,210.0,32.25,18.8,12,2470.0,165733
9139,8107309,184.0,25.32,13.42,9.99,1074.0,166027
9140,8207898,161.02,25.05,13.21,9.7,859.0,166205
9141,6818461,227.0,30.56,16.46,10.69,1578.0,16621
9142,8128298,182.0,30.5,16.2,11.27,1779.0,166375
9143,8213794,201.0,32.2,18.8,11.52,2100.0,166460
9144,8319756,137.0,21.01,10.72,7.94,568.0,166630
9145,8200125,230.82,32.2,18.65,11.63,2728.0,166762
9146,8220345,202.0,32.29,18.8,12.02,2154.0,167012
9147,8218512,125.6,21.0,10.5,7.81,480.0,167154
9148,8208220,230.82,32.24,18.65,11.59,2728.0,167172
9149,8201947,121.39,20.86,10.4,7.8,512.0,167210
9150,8119716,184.23,25.32,13.42,10.15,1095.0,167235
9151,8213756,203.53,32.26,18.7,12.03,2196.0,167301
9152,8304000,138.5,21.0,10.6,8,380.0,167326
9153,8300121,256.0,32.29,19.82,13.2,3584.0,167377
9154,8200113,230.8,32.26,18.65,11.63,2728.0,167403
9155,8324309,105.0,20.01,8.72,6.72,324.0,167457
9156,8124383,189.0,32.2,16.03,11.4,1716.0,167634
9157,8208672,207.0,32.25,18.8,12,2500.0,167654
9158,7015274,181.0,28.77,14.37,10.57,1132.0,16771
9159,8303147,166.0,26.51,15.3,10.6,1364.0,167726
9160,8208270,206.0,32.21,18.8,11.7,2181.0,170005
9161,8300133,270.0,32.2,19.8,13.02,3951.0,170171
9162,8201935,121.0,20.86,10.4,7.8,512.0,170240
9163,8200149,230.0,32.2,18.65,11.63,2728.0,170303
9164,5106263,,,,—,,17031
9165,8201686,203.06,25.4,15.9,9.82,1438.0,170331
9166,8200137,230.81,32.26,18.65,11.63,2728.0,170364
9167,8313532,148.66,21.05,10.9,7.65,554.0,170423
9168,8205371,182.0,30.5,16.2,11.27,1779.0,170430
9169,8321694,159.0,23.0,10.7,8.01,944.0,170431
9170,8217013,230.82,32.21,18.65,11.57,2728.0,170435
9171,8324270,105.0,20.01,8.72,6.71,327.0,170516
9172,8221545,188.02,30.21,16.1,11.02,1404.0,170526
9173,8400969,115.5,21.0,8.7,6.69,450.0,170573
9174,8212611,289.0,32.22,21.5,12.68,4354.0,170640
9175,8212623,289.0,,21.57,11.6,3918.0,170641
9176,8321644,151.1,22.9,11.0,8.33,1033.0,170647
9177,8401054,137.3,21.0,10.7,7.93,568.0,170710
9178,8204523,230.82,32.2,18.65,11.57,2728.0,170713
9179,8217025,230.82,32.2,18.65,11.57,2728.0,170714
9180,8208684,207.02,32.3,18.83,12.26,2415.0,171007
9181,8204468,209.47,32.21,18.9,11.52,2058.0,171021
9182,8223000,178.54,31.01,16.0,11.25,1402.0,171033
9183,8208268,206.15,32.2,18.8,11.7,2181.0,171034
9184,8324725,117.48,20.4,10.8,7.48,541.0,171147
9185,8204511,230.82,32.2,18.65,11.57,2728.0,171343
9186,8303159,166.5,26.5,15.3,10.61,1364.0,171360
9187,8300145,270.0,32.2,19.82,13.03,3876.0,171502
9188,8207903,161.02,25.05,13.21,8,859.0,171522
9189,8321709,170.0,28.41,15.45,10.72,1322.0,171523
9190,8204535,230.82,32.2,18.65,11.57,2728.0,172063
